City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
533,kidal,18.4411,1.4078,64.27,19,0,11.65,ML,1702420798
534,perth,-31.9333,115.8333,75.67,72,0,5.75,AU,1702420699
535,maintirano,-18.0667,44.0167,81.34,83,99,3.11,MG,1702420798
536,sechura,-5.5569,-80.8222,76.08,64,72,19.06,PE,1702420798
537,sinjai,-5.1241,120.253,79.21,80,100,2.75,ID,1702420798
538,sinan,34.8262,126.1086,44.71,80,6,5.79,KR,1702420798
539,saint-francois,46.4154,3.9054,51.24,84,100,3.44,FR,1702420799
540,salalah,17.0151,54.0924,71.69,56,0,3.44,OM,1702420799
541,iskushuban,10.2837,50.23,70.54,70,72,7.31,SO,1702420799
542,dakhla,23.6848,-15.958,67.15,66,15,11.45,EH,1702420573
543,bhamo,24.2667,97.2333,63.28,98,99,1.28,MM,1702420799
544,beloomut,54.9448,39.3394,19.15,93,100,15.77,RU,1702420799
545,kolwezi,-10.7148,25.4667,62.11,96,85,2.15,CD,1702420800
546,uyuni,-20.4597,-66.825,59.67,46,71,18.05,BO,1702420800
547,l'escala,42.1256,3.1326,53.98,92,97,3.15,ES,1702420800
548,salto del guaira,-24.0625,-54.3069,78.48,77,14,4.29,PY,1702420800
549,kamikawa,43.84,142.7711,19.67,94,99,5.97,JP,1702420800
550,aleksandrov gay,50.147,48.5704,8.15,43,100,20.11,RU,1702420797
551,borogontsy,62.6683,131.1683,-24.95,98,100,5.08,RU,1702420801
552,fort mcmurray,56.7268,-111.381,22.59,68,0,11.5,CA,1702420788
553,eregli,37.5133,34.0467,44.49,75,99,3.29,TR,1702420801
554,apan,19.7167,-98.4167,56.05,60,56,3.44,MX,1702420802
555,kone,-21.0595,164.8658,86.41,47,22,7.67,NC,1702420802
556,baruun-urt,46.6806,113.2792,-12.51,96,100,9.66,MN,1702420802
557,makariv,50.4641,29.8113,34.0,99,100,6.04,UA,1702420803
558,woolgoolga,-30.1106,153.2007,80.47,60,43,9.13,AU,1702420803
559,reggane,26.7158,0.1714,63.93,25,82,3.49,DZ,1702420803
560,banposh,22.25,84.8,57.2,71,66,1.25,IN,1702420804
561,cooma,-36.2333,149.1333,76.23,62,91,5.3,AU,1702420804
562,kyabe,9.4515,18.9449,74.35,23,57,6.26,TD,1702420804
563,steinbach,50.1667,8.5667,49.6,96,20,4.61,DE,1702420804
564,bonnyville,54.2668,-110.735,27.72,85,66,5.35,CA,1702420804
565,mbandaka,0.0487,18.2603,72.57,96,100,2.19,CD,1702420805
566,ust'-ilimsk,58.0006,102.6619,-27.56,100,99,3.42,RU,1702420805
567,luau,-10.7073,22.2247,64.58,98,66,3.56,AO,1702420805
568,kerikeri,-35.2268,173.9474,64.62,56,95,11.81,NZ,1702420805
569,uzgen,40.7699,73.3007,16.09,96,100,1.99,KG,1702420806
570,weno,7.4515,151.8468,78.75,94,100,10.36,FM,1702420806
571,leeds,53.7964,-1.5477,46.35,97,75,13.8,GB,1702420806
572,moranbah,-22.0016,148.0466,78.08,71,89,21.32,AU,1702420806
573,nova vicosa,-17.8919,-39.3719,78.26,84,92,14.27,BR,1702420806
574,san fernando,15.0286,120.6898,80.33,78,20,6.67,PH,1702420807
575,dublyany,49.9041,24.0864,34.02,96,97,4.05,UA,1702420807
576,adzope,6.1069,-3.8619,75.56,86,22,1.99,CI,1702420807
577,mareeba,-17.0,145.4333,74.44,94,100,5.79,AU,1702420807
578,tazacorte,28.629,-17.9293,67.17,52,0,8.01,ES,1702420807
579,tabuk,17.4189,121.4443,74.55,90,20,2.44,PH,1702420808
580,namdrik,5.5994,168.1028,82.83,80,98,18.63,MH,1702420808
581,vikhorevka,56.1201,101.1636,-29.61,96,96,3.0,RU,1702420808
582,kitimat,54.0524,-128.6534,34.18,64,100,3.24,CA,1702420808
583,barka kana,23.6167,85.4833,51.64,54,4,3.36,IN,1702420808
584,port douglas,-16.4833,145.4667,78.48,84,100,12.06,AU,1702420809
585,yanam,16.7333,82.2167,69.26,88,49,3.67,IN,1702420809
586,powell,40.1578,-83.0752,44.8,63,0,5.75,US,1702420809
587,ishigaki,24.3448,124.1572,68.13,94,100,14.97,JP,1702420809
588,jaru,-10.4389,-62.4664,80.22,73,86,2.91,BR,1702420810
589,prado,-17.3411,-39.2208,78.31,82,98,13.09,BR,1702420810
590,nizhneangarsk,55.7833,109.55,-11.99,91,61,8.99,RU,1702420810
591,juan griego,11.0817,-63.9655,78.08,87,5,10.54,VE,1702420810
